Problem Code	 Text Size 	 Sol Size 	 Right Ans 	 Difficulty 	 Chapter 	 Chapter Code 	 Test Code
P009153	159	393	a	2	Continuity and Differentiability	MTH-12-JEE-20	SB-MT-08-17
P002336	53	335	a	1	Inequalities	MTH-11-JEE-05	SB-MT-08-17
P009136	314	16355	b	3	Conic Sections - I	MTH-11-JEE-13	SB-MT-08-17
P009148	239	493	c	2	Matrices and Determinants	MTH-12-JEE-19	SB-MT-08-17
P009169	99	455	a	2	Applications of Derivatives	MTH-12-JEE-21	SB-MT-08-17
P009122	91	407	b	2	Complex Numbers	MTH-11-JEE-07	SB-MT-08-17
P003760	86	534	a	3	Sequence and Series	MTH-11-JEE-10	SB-MT-08-17
P009120	88	307	d	2	Fundamentals of Mathematics	MTH-11-JEE-01	SB-MT-08-17
P009156	75	15227	d	1	Continuity and Differentiability	MTH-12-JEE-20	SB-MT-08-17
P009131	135	392	a	2	Straight Lines	MTH-11-JEE-12	SB-MT-08-17
P009173	93	810	c	2	Applications of Derivatives	MTH-12-JEE-21	SB-MT-08-17
P009150	212	1041	a	2	Matrices and Determinants	MTH-12-JEE-19	SB-MT-08-17
P009280	257	969	a	3	Quadratic Equations	MTH-11-JEE-06	SB-MT-08-17
P009182	181	284	b	1	Mathematical Reasoning	MTH-11-JEE-15	SB-MT-08-17
P003111	87	12930	c	2	Sets, Relations and Functions	MTH-11-JEE-02	SB-MT-08-17
P009277	149	257	c	3	Trigonometry	MTH-11-JEE-03	SB-MT-08-17
P009151	211	622	a	3	Matrices and Determinants	MTH-12-JEE-19	SB-MT-08-17
P009179	212	562	b	1	Applications of Derivatives	MTH-12-JEE-21	SB-MT-08-17
P009138	187	474	d	1	Conic Sections - II	MTH-11-JEE-14	SB-MT-08-17
P002785	144	544	b	2	Permutations and Combinations	MTH-11-JEE-08	SB-MT-08-17
P009152	100	235	b	2	Matrices and Determinants	MTH-12-JEE-19	SB-MT-08-17
P009141	153	176	a	2	Functions 2	MTH-12-JEE-17	SB-MT-08-17
P009160	183	434	c	2	Continuity and Differentiability	MTH-12-JEE-20	SB-MT-08-17
P009132	171	407	a	2	Straight Lines	MTH-11-JEE-12	SB-MT-08-17
P009145	84	519	d	1	Inverse Trigonometry 	MTH-12-JEE-18	SB-MT-08-17
P009129	98	552	b	2	Binomial Theorem	MTH-11-JEE-09	SB-MT-08-17
P009165	150	974	c	3	Continuity and Differentiability	MTH-12-JEE-20	SB-MT-08-17
P009139	200	124	b	1	Conic Sections - II	MTH-11-JEE-14	SB-MT-08-17
P009130	68	308	d	2	Limits	MTH-11-JEE-11	SB-MT-08-17
P021036	80	327	b	1	Continuity and Differentiability	MTH-12-JEE-20	SB-MT-08-17
P009237	20355	362	d	2	Magnetic Effects of Electric Current	PHY-12-JEE-18	SB-MT-08-17
P009243	11314	308	a	1	Magnetic Effects of Electric Current	PHY-12-JEE-18	SB-MT-08-17
P009246	324	18541	a	2	Magnetic Effects of Electric Current	PHY-12-JEE-18	SB-MT-08-17
P009251	167	15136	b	2	Magnetic Effects of Electric Current	PHY-12-JEE-18	SB-MT-08-17
P004839	9146	773	a	2	Magnetic Effects of Electric Current	PHY-12-JEE-18	SB-MT-08-17
P004823	10842	16714	c	2	Current Electricity	PHY-12-JEE-17	SB-MT-08-17
P004833	345	10064	c	3	Current Electricity	PHY-12-JEE-17	SB-MT-08-17
P004914	36838	176	d	2	Current Electricity	PHY-12-JEE-17	SB-MT-08-17
P009225	18284	28002	b	2	Current Electricity	PHY-12-JEE-17	SB-MT-08-17
P009228	339	1073	d	2	Current Electricity	PHY-12-JEE-17	SB-MT-08-17
P004822	8061	675	c	3	Capacitors	PHY-12-JEE-16	SB-MT-08-17
P004830	132	12874	d	2	Capacitors	PHY-12-JEE-16	SB-MT-08-17
P004818	176	150	b	2	Electrostatics	PHY-12-JEE-15	SB-MT-08-17
P004804	101	590	a	1	Waves	PHY-11-JEE-14	SB-MT-08-17
P004805	326	246	a	2	Waves	PHY-11-JEE-14	SB-MT-08-17
P004774	5084	375	c	2	Oscillations	PHY-11-JEE-13	SB-MT-08-17
P004791	12416	35111	d	3	Oscillations	PHY-11-JEE-13	SB-MT-08-17
P002888	93	429	b	1	Thermodynamics and Kinetic Theory of Gases	PHY-11-JEE-12	SB-MT-08-17
P002890	34035	550	b	3	Thermodynamics and Kinetic Theory of Gases	PHY-11-JEE-12	SB-MT-08-17
P003209	4291	7351	b	2	Thermal Properties of Matter	PHY-11-JEE-11	SB-MT-08-17
P002963	11737	10768	c	1	Mechanical Properties of Fluids	PHY-11-JEE-10	SB-MT-08-17
P003215	194	21560	b	2	Mechanical Properties of Fluids	PHY-11-JEE-10	SB-MT-08-17
P002875	207	13062	a	1	Mechanical Properties of Solids	PHY-11-JEE-09	SB-MT-08-17
P004442	11618	407	b	2	Gravitation	PHY-11-JEE-08	SB-MT-08-17
P004795	14554	8566	d	3	Rotation	PHY-11-JEE-07	SB-MT-08-17
P004355	9666	642	b	2	Work, Power, Energy and Momentum	PHY-11-JEE-06	SB-MT-08-17
P001335	35794	39769	c	2	Dynamics of Motion	PHY-11-JEE-05	SB-MT-08-17
P003164	236	81	d	1	Units and Measurement	PHY-11-JEE-01	SB-MT-08-17
P003173	266	328	b	2	Motion in Two Dimensions	PHY-11-JEE-04	SB-MT-08-17
P000845	15692	15027	d	2	Dynamics of Motion	PHY-11-JEE-05	SB-MT-08-17
P009271	79	432	b	2	Redox Reactions	CHM-11-JEE-09	SB-MT-08-17
P009290	247	372	d	1	Chemical Kinetics	CHM-12-JEE-18	SB-MT-08-17
P009252	163	252	c	2	States of Matter	CHM-11-JEE-05	SB-MT-08-17
P009303	65	112	c	3	Surface Chemistry	CHM-12-JEE-19	SB-MT-08-17
P009247	172	276	b	2	Basic Concepts of Chemistry	CHM-11-JEE-01	SB-MT-08-17
P009292	7626	258	b	2	Chemical Kinetics	CHM-12-JEE-18	SB-MT-08-17
P009281	101	10706	b	2	Hydrocarbons	CHM-11-JEE-14	SB-MT-08-17
P009248	136	244	d	2	Atomic Structure 	CHM-11-JEE-02	SB-MT-08-17
P009286	51	431	d	3	Electrochemistry	CHM-12-JEE-17	SB-MT-08-17
P009306	91	126	d	1	Surface Chemistry	CHM-12-JEE-19	SB-MT-08-17
P009267	264	107	a	2	Chemical Equilibrium	CHM-11-JEE-07	SB-MT-08-17
P009321	57	131	c	2	Metallurgy	CHM-12-JEE-20	SB-MT-08-17
P009283	204	278	a	3	Solutions	CHM-12-JEE-16	SB-MT-08-17
P009258	303	355	b	2	Thermodynamics	CHM-11-JEE-06	SB-MT-08-17
P009249	66	67	c	1	Periodic Properties of Elements	CHM-11-JEE-03	SB-MT-08-17
P009293	315	92	d	2	Chemical Kinetics	CHM-12-JEE-18	SB-MT-08-17
P009276	3619	3875	a	2	Introduction to Organic Chemistry	CHM-11-JEE-13	SB-MT-08-17
P009308	253	435	b	3	Surface Chemistry	CHM-12-JEE-19	SB-MT-08-17
P009322	117	141	b	2	Metallurgy	CHM-12-JEE-20	SB-MT-08-17
P009282	109	269	d	1	Solid State	CHM-12-JEE-15	SB-MT-08-17
P009309	28	78	a	2	Surface Chemistry	CHM-12-JEE-19	SB-MT-08-17
P009302	242	276	b	2	Chemical Kinetics	CHM-12-JEE-18	SB-MT-08-17
P009299	846	1248	d	2	Chemical Kinetics	CHM-12-JEE-18	SB-MT-08-17
P009278	131	13341	b	2	Introduction to Organic Chemistry	CHM-11-JEE-13	SB-MT-08-17
P015775	171	323	d	1	P block - I	CHM-11-JEE-12	SB-MT-08-17
P016964	113	20401	b	1	Chemical Bonding 	CHM-11-JEE-04	SB-MT-08-17
P018550	52	88	c	1	Ionic Equilibrium	CHM-11-JEE-08	SB-MT-08-17
P009273	112	178	a	3	S block elements	CHM-11-JEE-11	SB-MT-08-17
P026631	27	169	a	1	Thermodynamics	CHM-11-JEE-06	SB-MT-08-17
P009317	51032	356	b	3	Metallurgy	CHM-12-JEE-20	SB-MT-08-17
P004840	31508	162	b	1	Magnetism & Matter	PHY-12-JEE-19	SB-MT-09-17
P004827	421	249	c	1	Electrostatics	PHY-12-JEE-15	SB-MT-09-17
P004850	204	299	a	2	Magnetism & Matter	PHY-12-JEE-19	SB-MT-09-17
P004854	410	284	c	2	AC Circuits	PHY-12-JEE-21	SB-MT-09-17
P009417	43	254	d	1	Units and Measurement	PHY-11-JEE-01	SB-MT-09-17
P012570	266	6090	c	1	Magnetic Effects of Electric Current	PHY-12-JEE-18	SB-MT-09-17
P012568	389	1031	c	2	Capacitors	PHY-12-JEE-16	SB-MT-09-17
P012569	11242	306	b	1	Current Electricity	PHY-12-JEE-17	SB-MT-09-17
P012571	429	1308	b	2	Electromagnetic Induction	PHY-12-JEE-20	SB-MT-09-17
P012574	6388	978	a	2	Electromagnetic Induction	PHY-12-JEE-20	SB-MT-09-17
P012577	15478	749	a	2	Electromagnetic Induction	PHY-12-JEE-20	SB-MT-09-17
P020087	348	14159	a	3	Magnetism & Matter	PHY-12-JEE-19	SB-MT-09-17
P012567	452	16282	b	3	Electrostatics	PHY-12-JEE-15	SB-MT-09-17
P012573	13952	12453	c	2	Current Electricity	PHY-12-JEE-17	SB-MT-09-17
P012575	242	26552	b	1	Magnetism & Matter	PHY-12-JEE-19	SB-MT-09-17
P004786	286	339	a	2	Motion in Two Dimensions	PHY-11-JEE-04	SB-MT-09-17
P012545	246	483	c	2	Motion in Two Dimensions	PHY-11-JEE-04	SB-MT-09-17
P004788	8740	383	b	2	Work, Power, Energy and Momentum	PHY-11-JEE-06	SB-MT-09-17
P012546	12663	645	d	2	Work, Power, Energy and Momentum	PHY-11-JEE-06	SB-MT-09-17
P012547	268	694	b	2	Work, Power, Energy and Momentum	PHY-11-JEE-06	SB-MT-09-17
P012552	9674	12388	a	3	Rotation	PHY-11-JEE-07	SB-MT-09-17
P012572	137	298	b	1	AC Circuits	PHY-12-JEE-21	SB-MT-09-17
P012386	303	582	a	3	AC Circuits	PHY-12-JEE-21	SB-MT-09-17
P004799	40036	688	a	2	Gravitation	PHY-11-JEE-08	SB-MT-09-17
P012557	206	445	c	3	Mechanical Properties of Solids	PHY-11-JEE-09	SB-MT-09-17
P004803	347	17809	b	2	Mechanical Properties of Fluids	PHY-11-JEE-10	SB-MT-09-17
P004807	349	269	a	2	Mechanical Properties of Fluids	PHY-11-JEE-10	SB-MT-09-17
P004819	399	684	a	2	Thermal Properties of Matter	PHY-11-JEE-11	SB-MT-09-17
P004810	249	476	c	2	Thermodynamics and Kinetic Theory of Gases	PHY-11-JEE-12	SB-MT-09-17
P012565	349	1279	b	2	Waves	PHY-11-JEE-14	SB-MT-09-17
P012390	135	261	d	1	Functions 2	MTH-12-JEE-17	SB-MT-09-17
P005065	93	701	b	3	Sequence and Series	MTH-11-JEE-10	SB-MT-09-17
P012398	52	362	a	2	Indefinite Integration	MTH-12-JEE-22	SB-MT-09-17
P012354	189	633	a	3	Quadratic Equations	MTH-11-JEE-06	SB-MT-09-17
P012392	210	330	a	2	Matrices and Determinants	MTH-12-JEE-19	SB-MT-09-17
P012350	103	779	a	3	Fundamentals of Mathematics	MTH-11-JEE-01	SB-MT-09-17
P005141	94	237	a	1	Mathematical Reasoning	MTH-11-JEE-15	SB-MT-09-17
P009172	69	1975	a	2	Trigonometry	MTH-11-JEE-03	SB-MT-09-17
P012355	221	348	d	2	Complex Numbers	MTH-11-JEE-07	SB-MT-09-17
P012402	242	18630	b	3	Definite Integration	MTH-12-JEE-23	SB-MT-09-17
P012396	107	798	b	2	Continuity and Differentiability	MTH-12-JEE-20	SB-MT-09-17
P012395	48	24751	c	2	Continuity and Differentiability	MTH-12-JEE-20	SB-MT-09-17
P012403	122	1059	b	2	Definite Integration	MTH-12-JEE-23	SB-MT-09-17
P002312	10659	20485	d	3	Sets, Relations and Functions	MTH-11-JEE-02	SB-MT-09-17
P002782	130	841	c	3	Permutations and Combinations	MTH-11-JEE-08	SB-MT-09-17
P012397	112	395	b	1	Applications of Derivatives	MTH-12-JEE-21	SB-MT-09-17
P012357	85	240	c	1	Limits	MTH-11-JEE-11	SB-MT-09-17
P012404	130	507	a	2	Definite Integration	MTH-12-JEE-23	SB-MT-09-17
P012366	269	32516	c	2	Conic Sections - II	MTH-11-JEE-14	SB-MT-09-17
P012405	189	353	d	3	Definite Integration	MTH-12-JEE-23	SB-MT-09-17
P012359	151	241	d	1	Straight Lines	MTH-11-JEE-12	SB-MT-09-17
P012399	178	993	c	3	Indefinite Integration	MTH-12-JEE-22	SB-MT-09-17
P012358	91	334	d	2	Limits	MTH-11-JEE-11	SB-MT-09-17
P012365	231	19266	c	2	Conic Sections - I	MTH-11-JEE-13	SB-MT-09-17
P012406	167	197	a	1	Definite Integration	MTH-12-JEE-23	SB-MT-09-17
P012400	60	528	c	1	Indefinite Integration	MTH-12-JEE-22	SB-MT-09-17
P012391	145	554	d	2	Inverse Trigonometry 	MTH-12-JEE-18	SB-MT-09-17
P012352	151	574	d	2	Inequalities	MTH-11-JEE-05	SB-MT-09-17
P012401	133	360	b	2	Indefinite Integration	MTH-12-JEE-22	SB-MT-09-17
P012424	213	383	b	2	Binomial Theorem	MTH-11-JEE-09	SB-MT-09-17
P039918	138	64	c	2	Halogen Derivatives 	CHM-12-JEE-24	SB-MT-09-17
P012235	68	419	b	2	Chemical Kinetics	CHM-12-JEE-18	SB-MT-09-17
P012204	61	223	a	1	Hydrogen	CHM-11-JEE-10	SB-MT-09-17
P012214	162	364	d	2	Atomic Structure 	CHM-11-JEE-02	SB-MT-09-17
P012218	43	286	a	2	P - Block Elements - II	CHM-12-JEE-21	SB-MT-09-17
P012191	50	327	a	2	Chemical Bonding 	CHM-11-JEE-04	SB-MT-09-17
P039917	9023	595	b	2	Thermodynamics	CHM-11-JEE-06	SB-MT-09-17
P012230	324	538	a	1	Solutions	CHM-12-JEE-16	SB-MT-09-17
P012219	62	96	b	2	P - Block Elements - II	CHM-12-JEE-21	SB-MT-09-17
P039913	78	277	b	1	S block elements	CHM-11-JEE-11	SB-MT-09-17
P012216	103	52	a	1	P - Block Elements - II	CHM-12-JEE-21	SB-MT-09-17
P012221	58	66	b	1	D and F Block Elements	CHM-12-JEE-22	SB-MT-09-17
P012189	129	283	b	1	Periodic Properties of Elements	CHM-11-JEE-03	SB-MT-09-17
P012220	59	400	d	2	D and F Block Elements	CHM-12-JEE-22	SB-MT-09-17
P012233	377	709	a	3	Electrochemistry	CHM-12-JEE-17	SB-MT-09-17
P012236	70	123	b	1	Surface Chemistry	CHM-12-JEE-19	SB-MT-09-17
P039912	191	198	a	1	Thermodynamics	CHM-11-JEE-06	SB-MT-09-17
P039911	196	653	a	2	Redox Reactions	CHM-11-JEE-09	SB-MT-09-17
P039915	101	383	a	2	Chemical Equilibrium	CHM-11-JEE-07	SB-MT-09-17
P012209	31	15505	c	1	Introduction to Organic Chemistry	CHM-11-JEE-13	SB-MT-09-17
P012223	257	463	c	2	Coordination Compounds	CHM-12-JEE-23	SB-MT-09-17
P012200	339	863	d	3	Ionic Equilibrium	CHM-11-JEE-08	SB-MT-09-17
P039914	1319	371	d	2	Basic Concepts of Chemistry	CHM-11-JEE-01	SB-MT-09-17
P039920	22139	44343	d	3	Introduction to Organic Chemistry	CHM-11-JEE-13	SB-MT-09-17
P039916	66	222	c	1	Atomic Structure 	CHM-11-JEE-02	SB-MT-09-17
P039910	145	416	b	2	Coordination Compounds	CHM-12-JEE-23	SB-MT-09-17
P012213	147	14411	c	2	Hydrocarbons	CHM-11-JEE-14	SB-MT-09-17
P012193	211	702	c	3	States of Matter	CHM-11-JEE-05	SB-MT-09-17
P012224	347	21776	d	3	Halogen Derivatives 	CHM-12-JEE-24	SB-MT-09-17
P012228	212	293	b	2	Solid State	CHM-12-JEE-15	SB-MT-09-17
P016713	20269	1418	a	3	Ray Optics	PHY-12-JEE-22	SB-MT-10-17
P016721	10162	28158	d	2	Ray Optics	PHY-12-JEE-22	SB-MT-10-17
P016723	298	268	d	1	Wave Optics	PHY-12-JEE-23	SB-MT-10-17
P016698	238	322	d	1	Mechanical Properties of Solids	PHY-11-JEE-09	SB-MT-10-17
P016702	199	181	b	1	Gravitation	PHY-11-JEE-08	SB-MT-10-17
P016701	148	198	b	1	Thermodynamics and Kinetic Theory of Gases	PHY-11-JEE-12	SB-MT-10-17
P016703	220	392	d	2	Vectors and Application of Calculus	PHY-11-JEE-03	SB-MT-10-17
P016731	275	965	a	3	Motion in 1D	PHY-11-JEE-02	SB-MT-10-17
P016736	980	1969	a	2	Motion in 1D	PHY-11-JEE-02	SB-MT-10-17
P016737	441	17786	d	2	Dynamics of Motion	PHY-11-JEE-05	SB-MT-10-17
P016732	434	464	d	3	Thermodynamics and Kinetic Theory of Gases	PHY-11-JEE-12	SB-MT-10-17
P016828	624	1256	c	2	Thermal Properties of Matter	PHY-11-JEE-11	SB-MT-10-17
P016823	276	677	c	2	Oscillations	PHY-11-JEE-13	SB-MT-10-17
P016733	272	957	d	3	Capacitors	PHY-12-JEE-16	SB-MT-10-17
P016730	297	154	a	1	Wave Optics	PHY-12-JEE-23	SB-MT-10-17
P016706	278	295	a	1	AC Circuits	PHY-12-JEE-21	SB-MT-10-17
P016705	310	298	a	1	Current Electricity	PHY-12-JEE-17	SB-MT-10-17
P016820	28962	22760	a	2	Mechanical Properties of Fluids	PHY-11-JEE-10	SB-MT-10-17
P016714	203	514	a	2	Ray Optics	PHY-12-JEE-22	SB-MT-10-17
P016729	207	628	b	2	Wave Optics	PHY-12-JEE-23	SB-MT-10-17
P016826	304	419	c	2	Mechanical Properties of Fluids	PHY-11-JEE-10	SB-MT-10-17
P016821	284	1643	d	3	Mechanical Properties of Fluids	PHY-11-JEE-10	SB-MT-10-17
P016825	9153	20545	c	2	Work, Power, Energy and Momentum	PHY-11-JEE-06	SB-MT-10-17
P016824	313	980	b	3	Waves	PHY-11-JEE-14	SB-MT-10-17
P016738	10374	11353	d	3	Rotation	PHY-11-JEE-07	SB-MT-10-17
P016735	25333	446	b	1	Gravitation	PHY-11-JEE-08	SB-MT-10-17
P016708	26010	850	a	2	Ray Optics	PHY-12-JEE-22	SB-MT-10-17
P016734	232	530	a	2	Electrostatics	PHY-12-JEE-15	SB-MT-10-17
P016710	4106	835	a	3	Ray Optics	PHY-12-JEE-22	SB-MT-10-17
P017346	15858	506	a	1	Gravitation	PHY-11-JEE-08	SB-MT-10-17
P015764	97	17463	d	2	Periodic Properties of Elements	CHM-11-JEE-03	SB-MT-10-17
P015766	127	1324	b	2	Chemical Bonding 	CHM-11-JEE-04	SB-MT-10-17
P015767	211	1059	a	3	Thermodynamics	CHM-11-JEE-06	SB-MT-10-17
P015769	172	349	c	2	Ionic Equilibrium	CHM-11-JEE-08	SB-MT-10-17
P015771	366	434	c	2	Redox Reactions	CHM-11-JEE-09	SB-MT-10-17
P015774	53	125	b	1	S block elements	CHM-11-JEE-11	SB-MT-10-17
P015775	171	323	d	1	P block - I	CHM-11-JEE-12	SB-MT-10-17
P015788	846	132	a	1	Metallurgy	CHM-12-JEE-20	SB-MT-10-17
P015797	9429	321	a	3	Alcohols, Ethers and Phenols	CHM-12-JEE-25	SB-MT-10-17
P015800	64	510	c	1	Surface Chemistry	CHM-12-JEE-19	SB-MT-10-17
P015802	113	434	b	2	Aldehydes and Ketones	CHM-12-JEE-26	SB-MT-10-17
P015804	10985	43288	c	3	Aldehydes and Ketones	CHM-12-JEE-26	SB-MT-10-17
P015805	161	6498	d	2	Alcohols, Ethers and Phenols	CHM-12-JEE-25	SB-MT-10-17
P004668	54	12292	c	1	D and F Block Elements	CHM-12-JEE-22	SB-MT-10-17
P015810	331	180	a	2	Aldehydes and Ketones	CHM-12-JEE-26	SB-MT-10-17
P015812	6897	11790	b	2	Aldehydes and Ketones	CHM-12-JEE-26	SB-MT-10-17
P015811	9697	24090	a	2	Aldehydes and Ketones	CHM-12-JEE-26	SB-MT-10-17
P015814	8432	15250	c	2	Alcohols, Ethers and Phenols	CHM-12-JEE-25	SB-MT-10-17
P015815	16703	58919	b	3	Alcohols, Ethers and Phenols	CHM-12-JEE-25	SB-MT-10-17
P042844	95	441	d	1	Basic Concepts of Chemistry	CHM-11-JEE-01	SB-MT-10-17
P042845	5946	201	b	2	Atomic Structure 	CHM-11-JEE-02	SB-MT-10-17
P042846	360	239	b	1	Chemical Equilibrium	CHM-11-JEE-07	SB-MT-10-17
P042847	51	259	b	2	Ionic Equilibrium	CHM-11-JEE-08	SB-MT-10-17
P042848	56	158	c	1	Introduction to Organic Chemistry	CHM-11-JEE-13	SB-MT-10-17
P043017	158	700	b	3	States of Matter	CHM-11-JEE-05	SB-MT-10-17
P042849	258	521	b	2	Chemical Kinetics	CHM-12-JEE-18	SB-MT-10-17
P042858	241	28532	c	2	Coordination Compounds	CHM-12-JEE-23	SB-MT-10-17
P042862	139	236	c	2	Halogen Derivatives 	CHM-12-JEE-24	SB-MT-10-17
P042863	62	168	a	2	P - Block Elements - II	CHM-12-JEE-21	SB-MT-10-17
P042861	45	74	c	1	Solutions	CHM-12-JEE-16	SB-MT-10-17
P004690	172	474	a	2	Vector Algebra	MTH-12-JEE-25	SB-MT-10-17
P003707	52	165	c	1	Trigonometry	MTH-11-JEE-03	SB-MT-10-17
P003427	86	344	d	1	Indefinite Integration	MTH-12-JEE-22	SB-MT-10-17
P003459	122	778	b	2	Differential Equations	MTH-12-JEE-24	SB-MT-10-17
P003431	84	401	d	2	Definite Integration	MTH-12-JEE-23	SB-MT-10-17
P004688	212	553	a	2	Vector Algebra	MTH-12-JEE-25	SB-MT-10-17
P004700	167	370	a	2	Permutations and Combinations	MTH-11-JEE-08	SB-MT-10-17
P004689	97	488	c	2	Vector Algebra	MTH-12-JEE-25	SB-MT-10-17
P003451	205	242	a	1	Differential Equations	MTH-12-JEE-24	SB-MT-10-17
P003463	254	11954	a	3	Definite Integration	MTH-12-JEE-23	SB-MT-10-17
P004691	123	393	a	1	Vector Algebra	MTH-12-JEE-25	SB-MT-10-17
P003449	96	81803	a	3	Definite Integration	MTH-12-JEE-23	SB-MT-10-17
P004693	107	405	b	2	Vector Algebra	MTH-12-JEE-25	SB-MT-10-17
P003428	66	595	b	2	Differential Equations	MTH-12-JEE-24	SB-MT-10-17
P003092	69	641	c	2	Fundamentals of Mathematics	MTH-11-JEE-01	SB-MT-10-17
P002834	46	100	d	1	Binomial Theorem	MTH-11-JEE-09	SB-MT-10-17
P002314	84	9473	d	2	Sets, Relations and Functions	MTH-11-JEE-02	SB-MT-10-17
P016917	207	13758	a	2	Straight Lines	MTH-11-JEE-12	SB-MT-10-17
P016918	155	551	a	2	Quadratic Equations	MTH-11-JEE-06	SB-MT-10-17
P016919	125	1324	c	3	Complex Numbers	MTH-11-JEE-07	SB-MT-10-17
P016920	151	350	d	1	Sequence and Series	MTH-11-JEE-10	SB-MT-10-17
P016921	264	675	b	1	Continuity and Differentiability	MTH-12-JEE-20	SB-MT-10-17
P016922	151	508	c	2	Conic Sections - I	MTH-11-JEE-13	SB-MT-10-17
P016923	137	605	d	3	Differential Equations	MTH-12-JEE-24	SB-MT-10-17
P016924	67	302	c	1	Inverse Trigonometry 	MTH-12-JEE-18	SB-MT-10-17
P016925	89	669	a	2	Functions 2	MTH-12-JEE-17	SB-MT-10-17
P016926	95	869	d	2	Applications of Derivatives	MTH-12-JEE-21	SB-MT-10-17
P016927	85	557	d	2	Limits	MTH-11-JEE-11	SB-MT-10-17
P043506	363	588	c	3	Mathematical Reasoning	MTH-11-JEE-15	SB-MT-10-17
P016929	202	502	c	2	Matrices and Determinants	MTH-12-JEE-19	SB-MT-10-17
P005465	341	5043	b	3	Mechanical Properties of Solids	PHY-11-JEE-09	SB-MT-11-17
P017105	255	238	a	1	Modern Physics	PHY-12-JEE-24	SB-MT-11-17
P004925	284	142	d	2	Electromagnetic Waves and Communication Systems	PHY-12-JEE-26	SB-MT-11-17
P003100	345	535	c	2	Ray Optics	PHY-12-JEE-22	SB-MT-11-17
P002488	236	9796	c	3	Rotation	PHY-11-JEE-07	SB-MT-11-17
P002155	142	78	a	1	Vectors and Application of Calculus	PHY-11-JEE-03	SB-MT-11-17
P000778	31024	18766	a	3	Dynamics of Motion	PHY-11-JEE-05	SB-MT-11-17
P003314	8040	405	d	2	Gravitation	PHY-11-JEE-08	SB-MT-11-17
P004916	14046	362	d	2	Semiconductor Electronics	PHY-12-JEE-25	SB-MT-11-17
P006675	2521	234	c	2	Electrostatics	PHY-12-JEE-15	SB-MT-11-17
P006691	280	902	d	2	Capacitors	PHY-12-JEE-16	SB-MT-11-17
P017107	298	246	c	1	Modern Physics	PHY-12-JEE-24	SB-MT-11-17
P001329	6283	17565	b	1	Dynamics of Motion	PHY-11-JEE-05	SB-MT-11-17
P002994	208	442	d	2	Modern Physics	PHY-12-JEE-24	SB-MT-11-17
P004772	31204	163	b	1	Oscillations	PHY-11-JEE-13	SB-MT-11-17
P004920	239	235	b	2	Semiconductor Electronics	PHY-12-JEE-25	SB-MT-11-17
P003215	194	21560	b	2	Mechanical Properties of Fluids	PHY-11-JEE-10	SB-MT-11-17
P012348	11027	501	b	1	Magnetism	PHY-12-HSC-15	SB-MT-11-17
P002998	427	537	b	2	Modern Physics	PHY-12-JEE-24	SB-MT-11-17
P002171	6604	414	c	3	Motion in Two Dimensions	PHY-11-JEE-04	SB-MT-11-17
P004922	21398	289	c	2	Semiconductor Electronics	PHY-12-JEE-25	SB-MT-11-17
P002860	379	615	c	2	Electromagnetic Induction	PHY-12-JEE-20	SB-MT-11-17
P003187	447	354	b	2	Motion in 1D	PHY-11-JEE-02	SB-MT-11-17
P004861	1019	483	d	1	Electromagnetic Waves and Communication Systems	PHY-12-JEE-26	SB-MT-11-17
P002957	150	3286	b	1	Units and Measurement	PHY-11-JEE-01	SB-MT-11-17
P011565	3720	7016	b	2	Current Electricity	PHY-12-JEE-17	SB-MT-11-17
P002995	241	428	d	2	Modern Physics	PHY-12-JEE-24	SB-MT-11-17
P005528	205	548	b	2	Waves	PHY-11-JEE-14	SB-MT-11-17
P002113	355	473	b	3	Units and Measurement	PHY-11-JEE-01	SB-MT-11-17
P003110	246	1395	a	2	Wave Optics	PHY-12-JEE-23	SB-MT-11-17
P018247	129	954	b	2	Inverse Trigonometry 	MTH-12-JEE-18	SB-MT-11-17
P018255	365	1453	d	3	Conic Sections - II	MTH-11-JEE-14	SB-MT-11-17
P005027	98	232	c	1	Mathematical Reasoning	MTH-11-JEE-15	SB-MT-11-17
P018251	144	220	c	1	Statistics	MTH-11-JEE-16	SB-MT-11-17
P018233	142	638	b	3	Applications of Derivatives	MTH-12-JEE-21	SB-MT-11-17
P018257	255	43490	a	2	Conic Sections - I	MTH-11-JEE-13	SB-MT-11-17
P018177	252	279	d	1	Probability	MTH-12-JEE-27	SB-MT-11-17
P018228	87	332	a	2	Indefinite Integration	MTH-12-JEE-22	SB-MT-11-17
P018198	119	131	b	1	3 Dimensional Geometry	MTH-12-JEE-26	SB-MT-11-17
P018238	219	322	a	1	Matrices and Determinants	MTH-12-JEE-19	SB-MT-11-17
P018235	221	730	a	1	Continuity and Differentiability	MTH-12-JEE-20	SB-MT-11-17
P018329	142	737	b	2	Quadratic Equations	MTH-11-JEE-06	SB-MT-11-17
P018174	185	1030	a	2	Probability	MTH-12-JEE-27	SB-MT-11-17
P018223	152	246	b	2	Definite Integration	MTH-12-JEE-23	SB-MT-11-17
P018217	110	1934	c	3	3 Dimensional Geometry	MTH-12-JEE-26	SB-MT-11-17
P018249	81	587	d	2	Functions 2	MTH-12-JEE-17	SB-MT-11-17
P018220	433	705	b	2	Vector Algebra	MTH-12-JEE-25	SB-MT-11-17
