Problem Code	 Text Size 	 Sol Size 	 Right Ans 	 Difficulty 	 Chapter 	 Chapter Code 	 Test Code
P026814	15682	17221	c	1	Ray Optics	PHY-12-JEE-22	SB-FT-09-16
P026815	297	250	d	1	Capacitors	PHY-12-JEE-16	SB-FT-09-16
P026816	11530	977	c	1	Current Electricity	PHY-12-JEE-17	SB-FT-09-16
P026818	377	987	b	1	Oscillations	PHY-11-JEE-13	SB-FT-09-16
P026819	239	102	d	1	Mechanical Properties of Fluids	PHY-11-JEE-10	SB-FT-09-16
P026825	7524	130	b	1	Rotation	PHY-11-JEE-07	SB-FT-09-16
P026846	229	251	c	1	Wave Optics	PHY-12-JEE-23	SB-FT-09-16
P026851	269	104	b	1	Ray Optics	PHY-12-JEE-22	SB-FT-09-16
P026855	245	5089	d	1	Current Electricity	PHY-12-JEE-17	SB-FT-09-16
P026860	255	173	c	1	Modern Physics	PHY-12-JEE-24	SB-FT-09-16
P026864	5642	367	b	1	Work, Power, Energy and Momentum	PHY-11-JEE-06	SB-FT-09-16
P026298	107	146	b	1	Periodic Properties of Elements	CHM-11-JEE-03	SB-FT-09-16
P026299	114	205	a	2	D and F Block Elements	CHM-12-JEE-22	SB-FT-09-16
P026302	182	594	c	2	States of Matter	CHM-11-JEE-05	SB-FT-09-16
P026304	100	40573	c	2	Hydrocarbons	CHM-11-JEE-14	SB-FT-09-16
P026305	45	8240	b	2	Introduction to Organic Chemistry	CHM-11-JEE-13	SB-FT-09-16
P026306	100	52	b	2	Biomolecules, Polymers and Chemistry in Everyday life 	CHM-12-JEE-29	SB-FT-09-16
P026308	13916	35647	a	2	Aldehydes and Ketones	CHM-12-JEE-26	SB-FT-09-16
P026309	24	85	c	1	Solid State	CHM-12-JEE-15	SB-FT-09-16
P026311	934	28245	a	3	Biomolecules, Polymers and Chemistry in Everyday life 	CHM-12-JEE-29	SB-FT-09-16
P026313	262	39111	b	2	Halogen Derivatives 	CHM-12-JEE-24	SB-FT-09-16
P026315	112	341	b	2	Chemical Equilibrium	CHM-11-JEE-07	SB-FT-09-16
P026317	309	16100	d	2	Basic Concepts of Chemistry	CHM-11-JEE-01	SB-FT-09-16
P026320	105	50	a	2	S block elements	CHM-11-JEE-11	SB-FT-09-16
P026322	87	918	a	2	P - Block Elements - II	CHM-12-JEE-21	SB-FT-09-16
P026323	92	92	a	2	D and F Block Elements	CHM-12-JEE-22	SB-FT-09-16
P026325	50	185	b	2	Halogen Derivatives 	CHM-12-JEE-24	SB-FT-09-16
P026341	15074	22794	a	2	Introduction to Organic Chemistry	CHM-11-JEE-13	SB-FT-09-16
P026343	21655	151	d	2	Introduction to Organic Chemistry	CHM-11-JEE-13	SB-FT-09-16
P026344	191	481	c	2	Introduction to Organic Chemistry	CHM-11-JEE-13	SB-FT-09-16
P026345	88	27919	a	1	Hydrogen	CHM-11-JEE-10	SB-FT-09-16
P026348	291	214	c	3	Electrochemistry	CHM-12-JEE-17	SB-FT-09-16
P026349	86	273	c	3	Chemical Bonding 	CHM-11-JEE-04	SB-FT-09-16
P026350	358	109	c	2	Carboxylic Acids and Derivatives	CHM-12-JEE-27	SB-FT-09-16
P026365	513	953	c	2	Surface Chemistry	CHM-12-JEE-19	SB-FT-09-16
P026367	63	39	a	2	Metallurgy	CHM-12-JEE-20	SB-FT-09-16
P026369	118	551	c	2	Atomic Structure 	CHM-11-JEE-02	SB-FT-09-16
P026372	106	306	c	2	Chemical Kinetics	CHM-12-JEE-18	SB-FT-09-16
P026373	112	15848	b	2	Redox Reactions	CHM-11-JEE-09	SB-FT-09-16
P026374	172	152	b	1	Solutions	CHM-12-JEE-16	SB-FT-09-16
P026375	35	85	d	1	Environmental Chemistry	CHM-11-JEE-30	SB-FT-09-16
P026576	457	924	d	2	Vector Algebra	MTH-12-JEE-25	SB-FT-09-16
P026577	288	80	b	1	Probability	MTH-12-JEE-27	SB-FT-09-16
P026579	145	438	d	2	Matrices and Determinants	MTH-12-JEE-19	SB-FT-09-16
P026581	155	137	a	1	Matrices and Determinants	MTH-12-JEE-19	SB-FT-09-16
P026583	48	570	c	3	Indefinite Integration	MTH-12-JEE-22	SB-FT-09-16
P026584	165	356	a	1	Differential Equations	MTH-12-JEE-24	SB-FT-09-16
P026585	140	321	c	1	Conic Sections - II	MTH-11-JEE-14	SB-FT-09-16
P026588	109	525	d	3	Functions 2	MTH-12-JEE-17	SB-FT-09-16
P026589	50	941	a	2	Binomial Theorem	MTH-11-JEE-09	SB-FT-09-16
P026590	111	500	b	3	Complex Numbers	MTH-11-JEE-07	SB-FT-09-16
P026591	86	511	c	2	Permutations and Combinations	MTH-11-JEE-08	SB-FT-09-16
P026592	167	121	a	2	Binomial Theorem	MTH-11-JEE-09	SB-FT-09-16
P026593	195	361	b	2	Conic Sections - II	MTH-11-JEE-14	SB-FT-09-16
P026594	126	23843	b	1	Straight Lines	MTH-11-JEE-12	SB-FT-09-16
P026595	62	8876	b	2	Functions 2	MTH-12-JEE-17	SB-FT-09-16
P026596	227	253	a	2	Complex Numbers	MTH-11-JEE-07	SB-FT-09-16
P026597	168	255	b	2	Trigonometry	MTH-11-JEE-03	SB-FT-09-16
P026598	54	286	d	1	Functions 2	MTH-12-JEE-17	SB-FT-09-16
P026599	271	621	d	3	Continuity and Differentiability	MTH-12-JEE-20	SB-FT-09-16
P026601	42	2143	b	3	Mathematical Reasoning	MTH-11-JEE-15	SB-FT-09-16
P026602	182	596	a	3	Conic Sections - I	MTH-11-JEE-13	SB-FT-09-16
P026604	88	184	b	2	Probability	MTH-12-JEE-27	SB-FT-09-16
P026608	191	13388	c	2	Straight Lines	MTH-11-JEE-12	SB-FT-09-16
P026610	148	410	b	2	Definite Integration	MTH-12-JEE-23	SB-FT-09-16
P026611	148	30106	d	3	Mathematical Reasoning	MTH-11-JEE-15	SB-FT-09-16
P026613	102	200	d	1	Conic Sections - II	MTH-11-JEE-14	SB-FT-09-16
P026614	210	123	b	2	Complex Numbers	MTH-11-JEE-07	SB-FT-09-16
P026615	109	305	d	2	Binomial Theorem	MTH-11-JEE-09	SB-FT-09-16
P026616	77	13650	b	2	Definite Integration	MTH-12-JEE-23	SB-FT-09-16
P026620	296	25753	b	3	Straight Lines	MTH-11-JEE-12	SB-FT-09-16
P026619	191	216	a	2	Mechanical Properties of Solids	PHY-11-JEE-09	SB-FT-55-17
P026621	130	7151	c	3	Motion in 1D	PHY-11-JEE-02	SB-FT-55-17
P026627	7969	500	c	2	Work, Power, Energy and Momentum	PHY-11-JEE-06	SB-FT-55-17
P026629	2497	262	a	2	Work, Power, Energy and Momentum	PHY-11-JEE-06	SB-FT-55-17
P026634	4433	598	a	1	Rotation	PHY-11-JEE-07	SB-FT-55-17
P026636	5441	7886	a	1	Rotation	PHY-11-JEE-07	SB-FT-55-17
P026638	3189	6410	d	3	Gravitation	PHY-11-JEE-08	SB-FT-55-17
P026641	1818	21803	b	2	Thermal Properties of Matter	PHY-11-JEE-11	SB-FT-55-17
P026643	364	519	a	2	Mechanical Properties of Solids	PHY-11-JEE-09	SB-FT-55-17
P026645	252	307	c	2	Thermodynamics and Kinetic Theory of Gases	PHY-11-JEE-12	SB-FT-55-17
P026650	352	428	d	2	Thermodynamics and Kinetic Theory of Gases	PHY-11-JEE-12	SB-FT-55-17
P026652	247	6805	d	3	Oscillations	PHY-11-JEE-13	SB-FT-55-17
P026655	297	322	c	3	Modern Physics	PHY-12-JEE-24	SB-FT-55-17
P026657	384	12533	c	2	Electrostatics	PHY-12-JEE-15	SB-FT-55-17
P026661	375	9780	d	3	Capacitors	PHY-12-JEE-16	SB-FT-55-17
P026663	6263	262	c	2	Capacitors	PHY-12-JEE-16	SB-FT-55-17
P026664	12759	105	d	1	Current Electricity	PHY-12-JEE-17	SB-FT-55-17
P026666	259	298	a	2	Magnetic Effects of Electric Current	PHY-12-JEE-18	SB-FT-55-17
P026669	272	236	a	1	Current Electricity	PHY-12-JEE-17	SB-FT-55-17
P026673	9858	125	c	2	Electromagnetic Induction	PHY-12-JEE-20	SB-FT-55-17
P026675	342	7476	a	1	Modern Physics	PHY-12-JEE-24	SB-FT-55-17
P026681	314	10589	a	2	Ray Optics	PHY-12-JEE-22	SB-FT-55-17
P026685	401	170	b	2	Wave Optics	PHY-12-JEE-23	SB-FT-55-17
P026691	314	15843	b	2	Work, Power, Energy and Momentum	PHY-11-JEE-06	SB-FT-55-17
P026693	9323	8287	d	1	Modern Physics	PHY-12-JEE-24	SB-FT-55-17
P026697	237	751	b	2	Modern Physics	PHY-12-JEE-24	SB-FT-55-17
P026698	144	137	d	1	Semiconductor Electronics	PHY-12-JEE-25	SB-FT-55-17
P026699	284	67	a	1	Electromagnetic Waves and Communication Systems	PHY-12-JEE-26	SB-FT-55-17
P026701	98	110	b	1	Current Electricity	PHY-12-JEE-17	SB-FT-55-17
P026705	410	231	b	3	Units and Measurement	PHY-11-JEE-01	SB-FT-55-17
P026628	609	707	a	2	Thermodynamics	CHM-11-JEE-06	SB-FT-55-17
P026630	181	372	d	2	Basic Concepts of Chemistry	CHM-11-JEE-01	SB-FT-55-17
P026631	27	169	a	1	Thermodynamics	CHM-11-JEE-06	SB-FT-55-17
P026632	594	244	d	2	Surface Chemistry	CHM-12-JEE-19	SB-FT-55-17
P026633	221	304	b	2	Solid State	CHM-12-JEE-15	SB-FT-55-17
P026635	246	562	c	2	Electrochemistry	CHM-12-JEE-17	SB-FT-55-17
P026637	425	762	b	3	Solutions	CHM-12-JEE-16	SB-FT-55-17
P026639	430	289	b	2	Atomic Structure 	CHM-11-JEE-02	SB-FT-55-17
P026644	391	704	b	2	Chemical Kinetics	CHM-12-JEE-18	SB-FT-55-17
P026646	172	309	d	2	Ionic Equilibrium	CHM-11-JEE-08	SB-FT-55-17
P026647	191	517	c	3	S block elements	CHM-11-JEE-11	SB-FT-55-17
P026648	54	39934	d	2	Chemical Bonding 	CHM-11-JEE-04	SB-FT-55-17
P026651	70	250	c	1	D and F Block Elements	CHM-12-JEE-22	SB-FT-55-17
P026653	194	268	a	3	Environmental Chemistry	CHM-11-JEE-30	SB-FT-55-17
P026654	45	149	c	2	Periodic Properties of Elements	CHM-11-JEE-03	SB-FT-55-17
P026656	92	82	a	1	P - Block Elements - II	CHM-12-JEE-21	SB-FT-55-17
P026658	167	381	b	1	D and F Block Elements	CHM-12-JEE-22	SB-FT-55-17
P026659	256	588	b	3	Carboxylic Acids and Derivatives	CHM-12-JEE-27	SB-FT-55-17
P026662	314	365	a	2	Basic Concepts of Chemistry	CHM-11-JEE-01	SB-FT-55-17
P026670	193	465	b	2	Coordination Compounds	CHM-12-JEE-23	SB-FT-55-17
P026672	164	28732	a	2	Amines	CHM-12-JEE-28	SB-FT-55-17
P026674	149	41628	c	2	Hydrocarbons	CHM-11-JEE-14	SB-FT-55-17
P026676	133	18676	c	1	Biomolecules, Polymers and Chemistry in Everyday life 	CHM-12-JEE-29	SB-FT-55-17
P026677	118	28079	b	2	Introduction to Organic Chemistry	CHM-11-JEE-13	SB-FT-55-17
P026683	313	18884	d	1	Halogen Derivatives 	CHM-12-JEE-24	SB-FT-55-17
P026684	14046	19127	d	2	Halogen Derivatives 	CHM-12-JEE-24	SB-FT-55-17
P026686	100	23731	c	3	Biomolecules, Polymers and Chemistry in Everyday life 	CHM-12-JEE-29	SB-FT-55-17
P026688	163	20837	b	2	Halogen Derivatives 	CHM-12-JEE-24	SB-FT-55-17
P026689	11228	29202	c	3	Aldehydes and Ketones	CHM-12-JEE-26	SB-FT-55-17
P026690	8782	30946	d	3	Aldehydes and Ketones	CHM-12-JEE-26	SB-FT-55-17
P026702	124	12359	b	2	Functions 2	MTH-12-JEE-17	SB-FT-55-17
P026706	257	859	c	2	Quadratic Equations	MTH-11-JEE-06	SB-FT-55-17
P026709	267	636	d	2	Complex Numbers	MTH-11-JEE-07	SB-FT-55-17
P026713	128	686	a	1	Matrices and Determinants	MTH-12-JEE-19	SB-FT-55-17
P026717	206	570	c	3	Matrices and Determinants	MTH-12-JEE-19	SB-FT-55-17
P026720	468	31766	d	2	Permutations and Combinations	MTH-11-JEE-08	SB-FT-55-17
P026727	231	281	c	1	Binomial Theorem	MTH-11-JEE-09	SB-FT-55-17
P026739	146	601	a	3	Sequence and Series	MTH-11-JEE-10	SB-FT-55-17
P026745	241	1495	d	2	Functions 2	MTH-12-JEE-17	SB-FT-55-17
P026749	90	601	a	3	Limits	MTH-11-JEE-11	SB-FT-55-17
P026754	207	371	d	2	Continuity and Differentiability	MTH-12-JEE-20	SB-FT-55-17
P026760	160	777	a	2	Applications of Derivatives	MTH-12-JEE-21	SB-FT-55-17
P026767	209	9852	b	3	Applications of Derivatives	MTH-12-JEE-21	SB-FT-55-17
P026773	189	762	a	2	Indefinite Integration	MTH-12-JEE-22	SB-FT-55-17
P026777	102	521	a	2	Definite Integration	MTH-12-JEE-23	SB-FT-55-17
P026719	131	41777	a	3	Definite Integration	MTH-12-JEE-23	SB-FT-55-17
P026728	120	676	d	2	Differential Equations	MTH-12-JEE-24	SB-FT-55-17
P026740	241	1278	c	3	Straight Lines	MTH-11-JEE-12	SB-FT-55-17
P026743	114	13568	b	3	Conic Sections - II	MTH-11-JEE-14	SB-FT-55-17
P026752	207	626	a	2	Conic Sections - II	MTH-11-JEE-14	SB-FT-55-17
P026759	220	1009	a	2	Conic Sections - II	MTH-11-JEE-14	SB-FT-55-17
P026768	277	4046	a	2	3 Dimensional Geometry	MTH-12-JEE-26	SB-FT-55-17
P026772	197	385	a	2	3 Dimensional Geometry	MTH-12-JEE-26	SB-FT-55-17
P026782	370	1067	a	3	Vector Algebra	MTH-12-JEE-25	SB-FT-55-17
P026784	234	238	d	3	Probability	MTH-12-JEE-27	SB-FT-55-17
P026789	397	21900	a	2	Probability	MTH-12-JEE-27	SB-FT-55-17
P026790	304	233	d	3	Probability	MTH-12-JEE-27	SB-FT-55-17
P026797	77	497	c	2	Trigonometry	MTH-11-JEE-03	SB-FT-55-17
P026807	272	17186	b	1	Trigonometry	MTH-11-JEE-03	SB-FT-55-17
P026810	56	15740	d	2	Mathematical Reasoning	MTH-11-JEE-15	SB-FT-55-17
P043414	233	238	a	1	Units and Measurement	PHY-11-JEE-01	SB-FT-56-17
P043422	47573	306	b	d	3	Rotation	PHY-11-JEE-07	SB-FT-56-17
P043869	14162	284	c	2	Work, Power, Energy and Momentum	PHY-11-JEE-06	SB-FT-56-17
P043874	690	178	d	2	Work, Power, Energy and Momentum	PHY-11-JEE-06	SB-FT-56-17
P043878	14216	294	a	3	Rotation	PHY-11-JEE-07	SB-FT-56-17
P043881	314	406	d	2	Gravitation	PHY-11-JEE-08	SB-FT-56-17
P043883	332	537	a	3	Thermal Properties of Matter	PHY-11-JEE-11	SB-FT-56-17
P043886	389	148	b	2	Thermodynamics and Kinetic Theory of Gases	PHY-11-JEE-12	SB-FT-56-17
P043887	14040	748	a	3	Thermodynamics and Kinetic Theory of Gases	PHY-11-JEE-12	SB-FT-56-17
P043889	215	761	d	2	Oscillations	PHY-11-JEE-13	SB-FT-56-17
P043892	235	269	d	3	Waves	PHY-11-JEE-14	SB-FT-56-17
P043917	10891	16191	a	3	Electrostatics	PHY-12-JEE-15	SB-FT-56-17
P043929	8270	476	c	2	Capacitors	PHY-12-JEE-16	SB-FT-56-17
P043937	384	575	d	2	Magnetic Effects of Electric Current	PHY-12-JEE-18	SB-FT-56-17
P043956	10076	0	c	1	Semiconductor Electronics	PHY-12-JEE-25	SB-FT-56-17
P043935	156	0	c	1	Current Electricity	PHY-12-JEE-17	SB-FT-56-17
P043943	19881	59	d	1	Magnetism & Matter	PHY-12-JEE-19	SB-FT-56-17
P043945	215	30833	d	2	AC Circuits	PHY-12-JEE-21	SB-FT-56-17
P043946	206	0	a	1	Electromagnetic Waves and Communication Systems	PHY-12-JEE-26	SB-FT-56-17
P043947	151	0	d	1	Ray Optics	PHY-12-JEE-22	SB-FT-56-17
P043951	415	28775	c	3	Wave Optics	PHY-12-JEE-23	SB-FT-56-17
P043952	221	575	a	2	Modern Physics	PHY-12-JEE-24	SB-FT-56-17
P043953	273	500	d	1	Modern Physics	PHY-12-JEE-24	SB-FT-56-17
P043957	77	0	a	2	Electromagnetic Waves and Communication Systems	PHY-12-JEE-26	SB-FT-56-17
P043959	804	349	b	3	Units and Measurement	PHY-11-JEE-01	SB-FT-56-17
P043962	198	15453	d	2	Waves	PHY-11-JEE-14	SB-FT-56-17
P043963	299	232	a	2	Current Electricity	PHY-12-JEE-17	SB-FT-56-17
P043965	357	30144	a	2	Ray Optics	PHY-12-JEE-22	SB-FT-56-17
P045097	39664	0	a	1	Semiconductor Electronics	PHY-12-JEE-25	SB-FT-56-17
P045099	182	18	b	3	Semiconductor Electronics	PHY-12-JEE-25	SB-FT-56-17
P043986	384	323	b	3	Basic Concepts of Chemistry	CHM-11-JEE-01	SB-FT-56-17
P043989	14512	53265	c	2	States of Matter	CHM-11-JEE-05	SB-FT-56-17
P043990	331	122	d	1	Atomic Structure 	CHM-11-JEE-02	SB-FT-56-17
P043991	91	125	a	2	Chemical Bonding 	CHM-11-JEE-04	SB-FT-56-17
P043992	192	360	d	1	Thermodynamics	CHM-11-JEE-06	SB-FT-56-17
P043993	150	197	c	2	Solutions	CHM-12-JEE-16	SB-FT-56-17
P043994	254	553	c	1	Chemical Equilibrium	CHM-11-JEE-07	SB-FT-56-17
P043996	43	228	d	1	Metallurgy	CHM-12-JEE-20	SB-FT-56-17
P043999	317	525	b	2	Chemical Kinetics	CHM-12-JEE-18	SB-FT-56-17
P044000	192	9725	c	1	Surface Chemistry	CHM-12-JEE-19	SB-FT-56-17
P044001	72	386	d	1	Periodic Properties of Elements	CHM-11-JEE-03	SB-FT-56-17
P044003	83	72	c	1	Metallurgy	CHM-12-JEE-20	SB-FT-56-17
P044004	62	72	c	1	Hydrogen	CHM-11-JEE-10	SB-FT-56-17
P044006	112	86	d	1	S block elements	CHM-11-JEE-11	SB-FT-56-17
P044015	90	396	a	2	P - Block Elements - II	CHM-12-JEE-21	SB-FT-56-17
P044017	88	11314	a	3	P - Block Elements - II	CHM-12-JEE-21	SB-FT-56-17
P044019	66	62	b	2	Solid State	CHM-12-JEE-15	SB-FT-56-17
P044020	108	62457	b	2	Coordination Compounds	CHM-12-JEE-23	SB-FT-56-17
P044023	64	19873	b	1	Coordination Compounds	CHM-12-JEE-23	SB-FT-56-17
P044024	376	186	c	3	Environmental Chemistry	CHM-11-JEE-30	SB-FT-56-17
P044029	106	82	d	3	Introduction to Organic Chemistry	CHM-11-JEE-13	SB-FT-56-17
P044035	18149	62563	b	2	Halogen Derivatives 	CHM-12-JEE-24	SB-FT-56-17
P044038	5343	38953	b	3	Introduction to Organic Chemistry	CHM-11-JEE-13	SB-FT-56-17
P044047	450	22961	a	3	Halogen Derivatives 	CHM-12-JEE-24	SB-FT-56-17
P044051	101	14417	b	1	Hydrocarbons	CHM-11-JEE-14	SB-FT-56-17
P044056	142	555	d	2	Amines	CHM-12-JEE-28	SB-FT-56-17
P044061	75	7904	d	2	Biomolecules, Polymers and Chemistry in Everyday life 	CHM-12-JEE-29	SB-FT-56-17
P044065	30	7197	c	1	Biomolecules, Polymers and Chemistry in Everyday life 	CHM-12-JEE-29	SB-FT-56-17
P044069	50	68	b	1	Biomolecules, Polymers and Chemistry in Everyday life 	CHM-12-JEE-29	SB-FT-56-17
P044115	10801	38	b	3	Introduction to Organic Chemistry	CHM-11-JEE-13	SB-FT-56-17
P043412	148	509	c	2	Functions 2	MTH-12-JEE-17	SB-FT-56-17
P044117	117	369	d	2	Complex Numbers	MTH-11-JEE-07	SB-FT-56-17
P044118	99	550	a	3	Fundamentals of Mathematics	MTH-11-JEE-01	SB-FT-56-17
P044120	137	734	b	2	Matrices and Determinants	MTH-12-JEE-19	SB-FT-56-17
P044123	174	464	d	1	Matrices and Determinants	MTH-12-JEE-19	SB-FT-56-17
P044129	183	500	d	2	Permutations and Combinations	MTH-11-JEE-08	SB-FT-56-17
P044175	152	507	b	2	Sequence and Series	MTH-11-JEE-10	SB-FT-56-17
P044184	237	1258	b	2	Sequence and Series	MTH-11-JEE-10	SB-FT-56-17
P044231	198	12655	c	3	Straight Lines	MTH-11-JEE-12	SB-FT-56-17
P044233	130	435	d	2	Conic Sections - I	MTH-11-JEE-13	SB-FT-56-17
P044239	185	423	c	2	Conic Sections - II	MTH-11-JEE-14	SB-FT-56-17
P044236	200	360	b	2	Conic Sections - I	MTH-11-JEE-13	SB-FT-56-17
P044238	261	24379	a	3	Conic Sections - I	MTH-11-JEE-13	SB-FT-56-17
P044134	198	280	d	2	Binomial Theorem	MTH-11-JEE-09	SB-FT-56-17
P044190	125	263	c	2	Limits	MTH-11-JEE-11	SB-FT-56-17
P044201	78	363	b	2	Continuity and Differentiability	MTH-12-JEE-20	SB-FT-56-17
P044211	220	401	b	2	Inverse Trigonometry 	MTH-12-JEE-18	SB-FT-56-17
P044213	360	1071	c	3	Indefinite Integration	MTH-12-JEE-22	SB-FT-56-17
P044218	90	651	b	3	Indefinite Integration	MTH-12-JEE-22	SB-FT-56-17
P044224	132	642	b	3	Limits	MTH-11-JEE-11	SB-FT-56-17
P044227	133	25968	b	2	Definite Integration	MTH-12-JEE-23	SB-FT-56-17
P044228	190	763	d	2	Differential Equations	MTH-12-JEE-24	SB-FT-56-17
P044242	120	516	b	2	3 Dimensional Geometry	MTH-12-JEE-26	SB-FT-56-17
P044245	138	396	d	1	3 Dimensional Geometry	MTH-12-JEE-26	SB-FT-56-17
P044251	406	632	d	3	Vector Algebra	MTH-12-JEE-25	SB-FT-56-17
P044252	132	273	b	1	Statistics	MTH-11-JEE-16	SB-FT-56-17
P043425	309	362	d	2	Probability	MTH-12-JEE-27	SB-FT-56-17
P043418	202	1213	c	2	Trigonometry	MTH-11-JEE-03	SB-FT-56-17
P043416	419	23267	d	1	Trigonometry	MTH-11-JEE-03	SB-FT-56-17
P043411	88	861	c	3	Mathematical Reasoning	MTH-11-JEE-15	SB-FT-56-17
P044207	462	852	c	2	Motion in Two Dimensions	PHY-11-JEE-04	SB-FT-57-17
P044212	358	271	b	3	Units and Measurement	PHY-11-JEE-01	SB-FT-57-17
P044217	4859	431	c	3	Dynamics of Motion	PHY-11-JEE-05	SB-FT-57-17
P044222	295	11163	c	1	Work, Power, Energy and Momentum	PHY-11-JEE-06	SB-FT-57-17
P044223	186	0	b	1	Dynamics of Motion	PHY-11-JEE-05	SB-FT-57-17
P044225	215	10314	c	3	Rotation	PHY-11-JEE-07	SB-FT-57-17
P044237	8177	13314	b	2	Gravitation	PHY-11-JEE-08	SB-FT-57-17
P044240	344	453	a	2	Mechanical Properties of Solids	PHY-11-JEE-09	SB-FT-57-17
P044248	391	419	c	2	Thermodynamics and Kinetic Theory of Gases	PHY-11-JEE-12	SB-FT-57-17
P044250	581	599	a	2	Thermodynamics and Kinetic Theory of Gases	PHY-11-JEE-12	SB-FT-57-17
P044253	304	977	c	3	Thermodynamics and Kinetic Theory of Gases	PHY-11-JEE-12	SB-FT-57-17
P044255	264	324	b	2	Oscillations	PHY-11-JEE-13	SB-FT-57-17
P044256	290	896	b	1	Waves	PHY-11-JEE-14	SB-FT-57-17
P044364	288	34	a	2	Electrostatics	PHY-12-JEE-15	SB-FT-57-17
P044368	349	15513	c	d	2	Electrostatics	PHY-12-JEE-15	SB-FT-57-17
P044373	6070	8832	b	2	Capacitors	PHY-12-JEE-16	SB-FT-57-17
P044375	274	492	d	1	Current Electricity	PHY-12-JEE-17	SB-FT-57-17
P044379	12213	17576	c	1	Current Electricity	PHY-12-JEE-17	SB-FT-57-17
P044381	274	15276	a	2	Magnetic Effects of Electric Current	PHY-12-JEE-18	SB-FT-57-17
P044384	9362	15424	b	3	Magnetic Effects of Electric Current	PHY-12-JEE-18	SB-FT-57-17
P044494	362	10118	d	3	AC Circuits	PHY-12-JEE-21	SB-FT-57-17
P044461	34882	79	c	2	Electromagnetic Induction	PHY-12-JEE-20	SB-FT-57-17
P044523	8060	10206	a	2	Ray Optics	PHY-12-JEE-22	SB-FT-57-17
P044532	222	781	b	1	Ray Optics	PHY-12-JEE-22	SB-FT-57-17
P044529	249	57	d	2	Wave Optics	PHY-12-JEE-23	SB-FT-57-17
P044534	110	1600	a	1	Modern Physics	PHY-12-JEE-24	SB-FT-57-17
P044543	930	337	c	1	Modern Physics	PHY-12-JEE-24	SB-FT-57-17
P044495	166	313	b	1	Electromagnetic Waves and Communication Systems	PHY-12-JEE-26	SB-FT-57-17
P044549	160	215	c	1	Electromagnetic Waves and Communication Systems	PHY-12-JEE-26	SB-FT-57-17
P044602	6726	437	a	2	Experimental Skills	PHY-12-JEE-27	SB-FT-57-17
P044608	242	229	d	3	Basic Concepts of Chemistry	CHM-11-JEE-01	SB-FT-57-17
P044620	300	110	a	1	Solid State	CHM-12-JEE-15	SB-FT-57-17
P044623	80	62	c	1	Atomic Structure 	CHM-11-JEE-02	SB-FT-57-17
P044625	110	0	b	1	States of Matter	CHM-11-JEE-05	SB-FT-57-17
P044627	308	238	d	3	Thermodynamics	CHM-11-JEE-06	SB-FT-57-17
P044628	287	168	b	1	Solutions	CHM-12-JEE-16	SB-FT-57-17
P044629	938	289	b	3	Chemical Equilibrium	CHM-11-JEE-07	SB-FT-57-17
P044630	166	150	b	1	Electrochemistry	CHM-12-JEE-17	SB-FT-57-17
P044631	60	0	a	1	Chemical Kinetics	CHM-12-JEE-18	SB-FT-57-17
P044634	276	120	a	1	Surface Chemistry	CHM-12-JEE-19	SB-FT-57-17
P044636	126	56	c	1	Periodic Properties of Elements	CHM-11-JEE-03	SB-FT-57-17
P044639	127	0	d	1	Metallurgy	CHM-12-JEE-20	SB-FT-57-17
P044641	92	57	a	1	Hydrogen	CHM-11-JEE-10	SB-FT-57-17
P044645	122	70	b	1	S block elements	CHM-11-JEE-11	SB-FT-57-17
P044647	50	94	d	1	P - Block Elements - II	CHM-12-JEE-21	SB-FT-57-17
P044664	777	166	b	1	D and F Block Elements	CHM-12-JEE-22	SB-FT-57-17
P044648	43	40	d	1	P - Block Elements - II	CHM-12-JEE-21	SB-FT-57-17
P044683	140	72	b	1	Coordination Compounds	CHM-12-JEE-23	SB-FT-57-17
P044671	43	0	c	1	D and F Block Elements	CHM-12-JEE-22	SB-FT-57-17
P044652	210	0	a	2	P - Block Elements - II	CHM-12-JEE-21	SB-FT-57-17
P044691	215	91	a	1	Introduction to Organic Chemistry	CHM-11-JEE-13	SB-FT-57-17
P044695	72	11012	a	3	Introduction to Organic Chemistry	CHM-11-JEE-13	SB-FT-57-17
P044702	89	16596	b	3	Hydrocarbons	CHM-11-JEE-14	SB-FT-57-17
P044705	60	51	d	1	Halogen Derivatives 	CHM-12-JEE-24	SB-FT-57-17
P044729	190	27140	d	3	Carboxylic Acids and Derivatives	CHM-12-JEE-27	SB-FT-57-17
P044731	15871	20692	c	3	Amines	CHM-12-JEE-28	SB-FT-57-17
P044732	68	58	b	1	Biomolecules, Polymers and Chemistry in Everyday life 	CHM-12-JEE-29	SB-FT-57-17
P044734	55	49	a	1	Biomolecules, Polymers and Chemistry in Everyday life 	CHM-12-JEE-29	SB-FT-57-17
P044735	55	37	c	1	Biomolecules, Polymers and Chemistry in Everyday life 	CHM-12-JEE-29	SB-FT-57-17
P044739	59	41	a	2	Coordination Compounds	CHM-12-JEE-23	SB-FT-57-17
P044743	188	650	a	2	Sets, Relations and Functions	MTH-11-JEE-02	SB-FT-57-17
P044751	270	558	c	3	Complex Numbers	MTH-11-JEE-07	SB-FT-57-17
P044765	207	890	c	3	Quadratic Equations	MTH-11-JEE-06	SB-FT-57-17
P044775	263	968	d	3	Matrices and Determinants	MTH-12-JEE-19	SB-FT-57-17
